2008 2008-11-08 1,998,106,372 39,390,093 $29,000,725,749
2008 2008-10-12 6,761,019,057 49,378,153 $51,126,708,758
2019 2019-06-11 1,778,858,883 87,986,859 $53,245,941,560
2011 2011-03-13 1,798,207,334 10,184,247 $28,580,416,724
2003 2003-03-15 5,852,413,103 23,240,903 $21,367,505,712
2003 2003-10-14 1,057,898,398 84,347,809 $37,713,396,032
2010 2010-01-23 2,836,230,215 28,848,980 $35,763,952,487
2017 2017-09-08 5,868,794,102 63,260,429 $70,797,055,636
2009 2009-06-30 6,688,537,884 20,984,014 $23,450,380,447
2017 2017-01-08 3,755,063,222 72,364,298 $38,225,886,434
2006 2006-01-22 3,147,120,448 12,222,264 $62,323,208,419
2006 2006-11-07 7,790,748,701 58,743,884 $1,801,448,431
2019 2019-05-29 762,867,929 45,987,430 $96,974,730,461
2018 2018-03-14 7,392,258,283 57,886,041 $54,790,813,980
2014 2014-12-16 6,849,043,846 3,828,417 $44,542,294,518
2018 2018-10-23 6,137,950,743 3,965,836 $35,415,440,024
2009 2009-03-04 3,568,424,775 23,264,593 $42,754,506,180
2019 2019-09-11 6,214,830,171 12,612,541 $69,411,912,527
2003 2003-02-09 8,151,012,890 31,735,907 $5,412,957,170
2004 2004-09-13 3,886,211,966 76,429,622 $72,222,424,014
2007 2007-10-06 9,443,279,406 7,077,374 $27,675,883,092
2013 2013-12-15 5,090,003,680 71,170,945 $7,064,971,619
2010 2010-01-09 7,035,065,675 19,319,312 $56,855,746,528
2020 2020-05-19 1,539,104,110 88,914,324 $66,218,757,055
2023 2023-02-26 1,621,640,836 29,552,095 $38,346,797,869
2014 2014-02-05 4,696,829,784 98,609,404 $58,747,683,952
2007 2007-11-18 9,227,496,360 41,464,250 $5,055,641,769
2019 2019-05-15 8,526,165,364 48,555,612 $42,586,376,124
2002 2002-01-08 2,829,411,391 85,815,015 $99,767,640,839
2004 2004-04-23 9,679,446,671 43,750,733 $45,378,223,891
2013 2013-08-07 6,363,035,827 15,506,768 $24,746,782,915
2008 2008-07-10 8,057,532,184 94,607,777 $96,560,345,852
2020 2020-04-10 8,904,790,604 67,337,824 $63,953,688,790
2013 2013-05-28 3,241,353,117 69,197,354 $50,829,057,248
2021 2021-08-13 1,294,855,937 21,817,824 $82,784,951,061
2016 2016-06-01 3,005,931,355 43,325,928 $39,331,007,043
2011 2011-03-01 3,482,334,758 86,804,316 $27,461,537,051
2015 2015-06-07 5,959,320,415 17,622,261 $21,016,850,065
2004 2004-11-19 7,091,881,325 64,714,720 $36,715,208,090
2005 2005-02-07 6,589,203,788 66,397,631 $35,656,598,486
2015 2015-12-07 1,800,559,017 79,435,621 $41,102,656,840
2003 2003-09-28 5,919,349,310 2,710,056 $41,438,395,989
2018 2018-07-29 5,961,524,621 74,236,098 $62,284,466,549
2012 2012-01-07 8,319,069,965 14,481,847 $26,516,107,497
2010 2010-09-06 1,039,574,630 21,564,245 $28,225,469,915
2018 2018-11-01 7,762,435,583 30,430,859 $41,347,947,461
2017 2017-02-26 2,590,860,728 30,768,034 $7,180,152,792
2005 2005-01-12 6,449,815,957 65,190,747 $69,116,483,072
2003 2003-04-03 4,191,998,115 89,164,682 $15,596,941,874
2001 2001-10-31 7,257,853,785 79,136,060 $91,262,474,374
2005 2005-02-23 5,560,119,148 22,155,713 $82,509,202,557
2012 2012-03-18 8,972,629,648 39,695,335 $23,057,370,184
2018 2018-08-13 9,803,580,879 66,497,185 $91,299,941,657
2010 2010-03-15 5,308,082,117 22,979,085 $785,284,283
2017 2017-08-04 7,957,042,709 46,850,417 $73,362,904,382
2004 2004-05-27 8,338,347,872 21,328,852 $18,372,071,117
2003 2003-03-19 7,678,668,895 7,648,352 $38,799,488,533
2001 2001-08-03 3,764,160,991 2,805,448 $56,666,825,923
2021 2021-07-31 9,156,492,571 3,886,849 $35,141,189,104
2008 2008-07-21 1,406,417,966 4,305,540 $20,235,707,906
2010 2010-04-13 6,366,599,291 68,483,990 $52,021,388,971
2006 2006-01-11 3,992,859,893 97,429,019 $28,880,315,482
2018 2018-06-13 1,388,488,784 92,818,787 $73,849,903,404
2004 2004-10-19 1,567,382,003 45,213,244 $50,786,380,846
2009 2009-12-18 8,689,677,162 46,553,755 $32,642,433,010
2010 2010-06-09 2,751,829,189 27,822,748 $36,877,850,348
2007 2007-12-04 7,780,449,547 4,757,013 $11,658,248,464
2022 2022-03-10 6,200,533,917 51,200,461 $70,052,614,145
2021 2021-09-17 7,018,341,724 39,175,419 $37,020,929,172
2017 2017-12-19 4,559,202,707 23,552,676 $81,966,300,830
2021 2021-05-28 3,491,395,054 84,015,781 $46,365,274,283
2007 2007-10-30 1,038,840,521 38,329,827 $92,542,232,425
2002 2002-10-20 7,977,968,729 41,183,044 $58,726,188,257
2010 2010-02-20 4,651,493,671 50,286,613 $18,337,108,151
2019 2019-12-26 8,273,072,504 37,578,328 $35,324,844,604
2007 2007-06-24 2,521,643,447 78,399,255 $39,329,980,553
2014 2014-04-06 1,051,241,754 21,611,537 $29,537,714,589
2004 2004-11-10 4,712,762,770 36,298,404 $40,501,831,192
2001 2001-07-05 7,235,283,490 75,257,769 $41,324,831,324
2004 2004-04-15 4,747,796,191 87,204,731 $65,685,158,429
2009 2009-06-12 9,810,925,742 49,680,031 $89,171,460,847
2013 2013-08-23 5,778,735,231 88,854,305 $91,455,368,979
2018 2018-05-20 598,069,630 34,058,084 $54,315,065,950
2004 2004-08-29 6,976,210,476 30,006,618 $91,726,124,149
2016 2016-07-10 5,683,159,029 84,705,629 $22,924,990,363
2006 2006-10-28 9,828,071,044 35,077,633 $44,263,486,643
2009 2009-01-08 5,937,583,566 58,103,427 $23,115,327,371
2019 2019-01-05 295,543,692 66,749,625 $16,026,223,377
2021 2021-01-12 5,832,366,063 6,991,315 $68,273,702,666
2012 2012-07-11 1,980,401,948 1,640,754 $62,304,271,483
2001 2001-08-04 3,457,600,891 97,616,463 $73,878,071,681
2008 2008-10-20 6,678,984,517 1,319,422 $92,603,757,608
2016 2016-08-04 9,798,267,187 51,821,207 $41,737,926,377
2007 2007-09-10 4,521,242,621 90,811,656 $33,768,505,049
2007 2007-02-06 3,947,908,340 84,441,045 $66,148,944,750
2022 2022-05-18 9,892,990,318 59,517,945 $8,321,168,778
2005 2005-03-26 5,441,294,557 38,105,964 $7,284,627,497
2017 2017-03-09 8,556,785,589 85,166,328 $94,972,980,989
2013 2013-05-02 2,769,356,728 56,677,077 $17,230,592,868
2023 2023-03-16 3,930,165,768 30,460,263 $37,853,004,354
2005 2005-06-26 276,025,397 40,737,221 $25,273,808,907
2005 2005-12-15 1,700,151,995 49,765,790 $27,029,460,164
2002 2002-11-02 8,176,823,221 2,408,913 $36,165,128,426
2001 2001-03-10 8,022,644,550 36,226,990 $24,177,125,393
2013 2013-08-21 2,854,428,294 95,679,781 $22,688,629,981
2008 2008-08-18 5,410,436,681 21,768,024 $57,774,474,327
2002 2002-02-27 8,502,721,500 20,232,233 $13,928,260,648
2009 2009-05-04 1,810,507,599 1,132,119 $7,767,561,474
2019 2019-05-02 9,131,704,042 21,265,921 $98,477,831,544
2014 2014-05-08 3,977,652,943 82,012,848 $91,394,966,115
2002 2002-11-03 5,101,139,740 27,151,595 $22,721,185,006
2018 2018-11-10 3,944,877,999 60,793,391 $94,292,768,177
2021 2021-08-31 4,056,510,718 91,102,741 $83,959,694,153
2005 2005-04-22 5,073,208,399 81,927,698 $82,683,702,338
2021 2021-05-30 5,579,781,981 83,823,837 $18,823,065,077
2019 2019-01-08 319,685,693 63,027,055 $6,542,409,181
2018 2018-01-18 5,150,786,213 92,990,121 $15,892,938,928
2014 2014-11-29 9,693,572,893 96,785,826 $92,618,306,440
2020 2020-12-13 4,296,315,723 89,282,503 $86,921,401,084
2002 2002-12-11 7,952,831,874 82,103,116 $35,709,067,735
2016 2016-04-23 5,646,209,240 77,300,719 $91,475,063,507
2015 2015-01-11 4,530,997,350 28,918,322 $71,638,077,142
2002 2002-06-16 1,359,131,534 61,740,291 $39,005,354,024
2011 2011-12-14 41,972,863 83,392,853 $19,894,114,940
2004 2004-03-17 812,859,422 11,972,465 $99,835,947,812
2007 2007-03-20 6,147,830,621 67,713,885 $55,233,524,231
2014 2014-12-07 829,717,584 89,912,705 $15,785,916,004
2001 2001-05-02 7,671,793,352 20,658,190 $95,293,764,981
2017 2017-12-18 6,894,606,571 77,388,014 $95,631,021,154
2004 2004-10-08 5,370,643,309 76,129,166 $24,359,470,483
2004 2004-11-28 9,547,254,012 75,527,958 $37,069,872,697
2002 2002-11-15 6,486,196,206 41,832,117 $97,734,891,976
2005 2005-08-24 3,458,763,606 59,499,117 $3,687,284,721
2008 2008-02-22 3,280,831,752 27,992,468 $92,749,898,751
2004 2004-01-18 3,434,946,609 52,145,681 $85,659,319,963
2015 2015-08-21 1,250,929,751 42,721,123 $10,077,746,565
2011 2011-04-10 645,456,603 19,334,054 $83,412,267,536
2015 2015-05-21 2,531,234,741 37,096,929 $60,490,844,283
2012 2012-02-04 7,855,660,172 46,089,735 $90,523,714,189
2017 2017-02-10 3,130,404,454 85,695,024 $65,137,270,238
2018 2018-09-04 9,066,574,622 61,294,401 $10,716,992,068
2008 2008-03-18 9,919,292,180 36,246,935 $98,396,617,443
2012 2012-09-22 6,960,018,641 52,369,068 $60,159,113,861
2006 2006-10-18 5,707,735,108 9,124,656 $71,899,507,745
2013 2013-03-09 7,985,003,177 75,010,115 $44,331,063,209
2017 2017-10-06 5,038,786,694 33,380,112 $46,611,036,613
2022 2022-08-04 9,554,810,828 16,317,336 $37,606,814,313
2007 2007-04-29 982,001,900 77,004,812 $46,761,053,520
2010 2010-07-17 1,453,902,587 66,034,629 $17,824,619,169
2001 2001-12-16 3,628,127,256 44,499,407 $53,231,104,465
2018 2018-07-27 2,503,341,166 56,035,392 $27,578,112,002
2001 2001-06-18 8,317,320,113 63,923,873 $3,022,776,513
2007 2007-06-06 2,979,205,363 17,491,571 $91,827,126,762
2012 2012-01-05 7,673,880,230 76,430,571 $91,070,375,658
2009 2009-04-06 6,724,897,229 84,195,675 $48,699,656,750
2015 2015-09-14 9,523,305,229 18,060,530 $32,910,176,431
2016 2016-09-29 5,858,518,662 12,505,386 $58,390,063,724
2009 2009-07-22 8,748,452,382 74,433,154 $82,971,503,488
2003 2003-01-21 7,613,986,180 37,036,301 $2,738,568,925
2003 2003-06-18 2,792,254,540 57,209,288 $52,004,269,280
2014 2014-10-21 5,086,244,544 8,863,934 $77,744,543,694
2008 2008-11-14 4,830,557,088 45,227,354 $59,469,120,195
2003 2003-03-12 3,366,358,341 65,288,306 $54,644,127,231
2008 2008-10-19 8,026,615,240 9,390,700 $85,649,471,703
2017 2017-10-03 3,835,117,629 52,832,561 $39,444,676,160
2002 2002-01-11 1,088,359,892 29,007,799 $23,576,940,740
2022 2022-05-06 4,864,394,405 43,954,336 $56,430,943,624
2003 2003-09-20 4,935,352,782 25,767,671 $24,628,063,557
2022 2022-03-13 4,544,188,548 81,284,205 $96,428,298,396
2023 2023-01-20 4,250,168,503 45,782,792 $75,596,087,663
2017 2017-09-07 193,426,359 35,623,241 $17,330,629,558
2011 2011-04-06 4,483,370,774 88,607,965 $36,860,397,404
2007 2007-11-28 3,253,367,438 21,276,600 $48,074,527,654
2021 2021-05-15 3,262,316,768 49,247,217 $88,982,815,586
2001 2001-04-01 1,786,603,991 83,522,775 $2,888,526,311
2003 2003-12-11 7,777,714,795 26,270,983 $22,053,039,707
2004 2004-08-24 5,642,145,801 66,294,925 $55,387,311,617
2022 2022-08-25 4,629,194,955 85,367,976 $23,728,307,125
2012 2012-12-29 7,380,349,868 2,773,965 $14,859,199,419
2018 2018-05-21 1,865,746,853 29,819,230 $6,281,338,857
2010 2010-10-24 1,429,611,752 66,306,358 $32,527,570,155
2019 2019-11-13 8,412,977,293 49,934,669 $50,012,542,281
2019 2019-05-18 3,417,492,438 81,919,337 $30,230,643,005
2011 2011-08-08 8,097,285,925 96,295,987 $4,617,895,788
2009 2009-11-13 1,596,829,817 56,090,943 $12,973,576,494
2010 2010-05-08 9,083,669,642 34,502,314 $96,761,789,049
2017 2017-07-06 2,649,797,442 97,695,045 $9,897,888,098
2022 2022-09-01 1,841,303,065 34,667,194 $37,138,337,764
2003 2003-09-27 8,167,630,144 58,174,392 $70,217,309,744
2013 2013-04-19 204,454,998 99,376,145 $46,549,125,584
2017 2017-04-23 2,491,678,110 89,687,800 $88,792,470,426
2016 2016-04-04 2,223,186,927 23,072,032 $19,277,886,883
2004 2004-12-03 7,669,765,697 82,762,030 $30,345,360,720
2004 2004-05-29 5,776,186,283 23,395,818 $76,296,477,142
2014 2014-02-22 2,936,582,768 77,571,298 $2,157,970,043
2016 2016-01-15 8,524,911,795 21,401,971 $16,344,598,198
2012 2012-08-17 3,846,515,028 17,816,369 $95,738,051,774
2009 2009-02-23 8,948,370,313 93,253,232 $56,482,637,748
2002 2002-11-10 9,798,748,318 85,613,909 $1,002,535,079
2004 2004-12-07 7,365,700,232 99,229,890 $13,365,132,701
2013 2013-09-28 2,075,569,244 85,548,195 $88,407,082,115
2008 2008-08-05 2,220,887,787 53,479,623 $21,296,871,505
2006 2006-11-08 8,040,495,372 29,796,893 $16,947,333,642
2012 2012-07-30 7,639,091,321 35,808,935 $28,847,565,105
2014 2014-09-20 2,663,230,318 12,963,208 $7,264,154,126
2005 2005-07-17 2,269,861,794 87,734,754 $70,636,759,530
2019 2019-08-06 5,021,511,696 66,341,731 $42,158,693,337
2016 2016-02-15 3,127,368,488 11,153,485 $28,748,599,404
2009 2009-11-14 2,607,041,252 39,941,683 $337,001,726
2012 2012-09-26 26,875,387 1,640,282 $74,141,066,161
2021 2021-09-29 682,149,381 27,591,892 $17,802,210,113
2021 2021-12-12 7,259,391,930 91,092,538 $96,366,985,464
2016 2016-08-28 3,451,982,888 78,537,625 $89,427,742,145
2001 2001-12-09 202,147,701 56,546,516 $15,894,812,065
2009 2009-03-22 6,220,806,084 87,892,135 $52,485,924,089
2008 2008-03-23 7,319,681,790 65,298,757 $38,744,511,294
2019 2019-11-01 4,218,370,295 4,401,462 $6,444,311,533
2017 2017-06-18 9,695,167,327 99,921,559 $85,888,562,610
2004 2004-10-25 8,389,081,020 25,540,151 $54,471,971,360
2001 2001-12-03 3,978,802,166 6,249,305 $46,200,617,681
2001 2001-03-22 8,878,052,476 73,709,353 $33,757,863,355
2018 2018-12-31 7,448,884,163 71,097,017 $89,816,945,952
2017 2017-04-16 3,585,058,046 58,828,887 $3,215,246,428
2022 2022-01-21 3,137,088,789 55,391,558 $50,591,925,341
2003 2003-07-09 6,885,060,589 34,893,623 $25,766,563,051
2013 2013-04-23 8,738,967,660 49,883,466 $17,840,983,429
2014 2014-09-09 6,763,120,326 16,718,786 $45,751,441,616
2001 2001-02-26 6,731,942,469 78,298,575 $76,876,835,713
2016 2016-12-05 5,057,468,215 59,105,488 $21,452,798,055
2022 2022-03-21 3,969,696,228 37,317,156 $78,309,271,534
2008 2008-09-09 7,822,855,752 83,601,023 $33,600,766,122
2011 2011-09-22 858,496,623 88,082,176 $17,805,251,002
2017 2017-06-17 4,817,678,709 27,859,264 $92,984,753,177
2016 2016-07-17 6,118,346,020 65,187,639 $81,806,411,508
2004 2004-12-10 870,429,250 25,683,388 $12,735,991,945
2019 2019-06-16 459,381,800 23,159,735 $98,322,462,372
2001 2001-02-20 8,712,007,738 2,955,189 $86,851,208,045
2014 2014-10-01 6,706,312,402 87,124,604 $36,116,307,356
2016 2016-10-09 6,597,842,014 98,842,216 $19,718,204,582
2005 2005-04-06 1,697,011,202 18,546,248 $16,715,745,930
2012 2012-10-28 2,640,433,948 69,401,444 $96,925,018,634
2010 2010-11-02 8,356,154,286 68,838,439 $4,829,986,353
2007 2007-11-21 8,743,230,249 98,522,141 $87,495,428,834
2021 2021-06-11 2,926,163,634 95,917,595 $25,512,672,576
2006 2006-06-12 7,998,646,217 77,707,187 $95,634,446,058
2014 2014-02-26 1,987,320,606 79,025,571 $16,757,472,575
2006 2006-08-28 859,221,683 25,275,589 $73,727,509,466
2015 2015-11-07 7,936,444,870 60,070,185 $68,346,437,764
2019 2019-12-01 5,494,367,177 69,847,544 $66,379,569,231
2008 2008-02-09 9,437,586,279 73,348,106 $52,590,691,102
2022 2022-06-18 8,327,476,326 91,963,878 $33,203,835,355
2022 2022-08-02 2,552,616,537 32,983,018 $18,222,128,534
2005 2005-02-14 7,396,874,450 88,066,225 $84,441,500,972
2009 2009-12-24 4,800,535,514 86,585,912 $21,972,780,181
2005 2005-07-26 8,551,715,868 70,115,447 $49,983,175,958
2003 2003-08-05 2,668,456,330 23,212,119 $48,769,117,719
2016 2016-02-28 3,085,278,573 26,096,359 $64,664,034,964
2014 2014-07-08 7,500,555,749 62,284,103 $30,568,914,625
2009 2009-05-29 3,454,688,346 71,050,460 $68,393,651,282
2017 2017-01-02 4,068,914,259 15,279,336 $24,366,079,877
2021 2021-07-02 3,690,616,240 13,514,682 $96,393,223,884
2022 2022-12-06 5,330,370,246 47,036,711 $21,377,716,935
2009 2009-02-20 2,616,444,304 44,579,385 $565,163,951
2013 2013-02-27 8,426,265,651 76,985,802 $95,652,249,092
2022 2022-02-26 7,672,323,805 59,578,448 $17,322,298,180
2023 2023-04-02 5,743,320,278 78,573,112 $40,071,691,978
2021 2021-08-24 2,163,048,033 12,087,237 $10,969,947,841
2013 2013-04-12 6,574,601,195 46,749,468 $46,552,098,490
2013 2013-02-01 5,233,012,771 91,533,961 $75,319,355,089
2016 2016-05-13 5,098,774,424 84,172,095 $10,164,616,336
2002 2002-04-26 7,552,228,332 25,922,169 $46,641,512,091
2017 2017-01-19 9,514,226,861 69,469,214 $58,433,016,702
2014 2014-04-29 2,942,197,960 19,734,059 $11,563,775,184
2018 2018-06-05 6,347,180,629 83,562,280 $67,047,227,100
2023 2023-01-05 863,879,909 91,866,200 $25,013,556,559
2007 2007-03-29 5,778,308,738 90,690,138 $18,959,175,129
2003 2003-09-14 4,167,916,029 98,741,298 $82,095,569,762
2003 2003-10-04 143,679,878 86,977,667 $14,475,935,479
2017 2017-01-30 7,783,404,693 70,371,698 $18,301,662,052
2008 2008-02-06 5,810,570,001 44,356,893 $44,976,201,061
2004 2004-03-01 9,485,196,918 19,291,330 $49,826,754,568
2015 2015-10-29 1,152,252,181 83,778,825 $57,485,298,646
2004 2004-12-28 3,900,504,593 31,503,482 $37,803,663,235
2006 2006-01-18 5,994,030,601 62,639,694 $71,284,925,736
2007 2007-09-27 3,730,463,391 21,221,053 $26,618,754,574
2017 2017-07-28 303,809,119 79,334,834 $40,419,327,940
2011 2011-10-08 2,718,428,281 56,146,773 $74,380,000,645
2015 2015-09-10 4,928,761,040 58,418,148 $43,533,277,947
2006 2006-08-15 8,198,867,651 11,075,686 $76,941,683,771
2013 2013-09-02 1,125,006,337 7,159,574 $47,469,889,676
2012 2012-03-10 453,584,106 40,313,276 $8,753,782,143
2002 2002-01-19 4,304,413,625 60,097,642 $46,218,967,349
2021 2021-01-27 1,522,066,502 12,207,726 $76,516,845,345
2020 2020-02-10 9,621,202,168 66,754,245 $63,701,415,539
2015 2015-02-16 593,647,870 27,315,940 $84,399,648,904
2013 2013-08-29 6,450,981,707 66,834,319 $43,661,432,805
2008 2008-10-01 1,607,207,824 35,894,819 $7,445,042,408
2011 2011-11-19 9,946,152,698 11,512,637 $27,807,775,787
2018 2018-11-07 8,310,876,594 75,046,157 $37,687,137,380
2016 2016-03-02 7,524,467,798 45,447,706 $51,924,117,546
2018 2018-04-03 6,188,514,655 16,190,576 $91,567,119,295
2018 2018-03-13 7,433,790,177 45,083,717 $10,546,410,123
2008 2008-01-19 774,752,502 72,887,436 $11,244,546,239
2013 2013-03-17 5,878,030,706 26,222,677 $97,857,757,767
2004 2004-08-17 5,975,632,702 85,557,075 $79,987,694,993
2023 2023-01-01 4,082,559,905 13,610,048 $72,608,433,774
2009 2009-10-09 2,697,435,349 16,183,627 $61,531,147,038
2007 2007-11-12 2,772,655,427 11,193,813 $84,967,874,546
2015 2015-12-06 1,268,510,686 2,122,004 $39,492,417,373
2015 2015-02-13 720,330,936 21,107,746 $71,280,728,274
2022 2022-04-28 6,158,531,259 64,521,937 $91,503,847,197
2022 2022-06-14 5,299,373,496 92,292,590 $13,042,021,323
2017 2017-09-30 1,023,662,997 92,728,725 $85,956,227,803
2017 2017-04-20 2,241,663,146 49,369,083 $8,927,100,520
2003 2003-03-16 6,241,982,123 24,495,829 $70,680,277,366
2010 2010-03-02 5,636,400,195 42,541,161 $48,892,459,949
2005 2005-01-04 2,343,822,711 29,255,062 $374,535,265
2013 2013-07-20 7,716,258,865 62,410,341 $56,396,470,260
2005 2005-12-19 5,958,226,418 69,754,059 $11,126,965,411
2007 2007-02-23 4,308,184,232 76,923,981 $7,450,934,790
2021 2021-03-29 4,134,843,416 27,150,272 $4,847,920,403
2012 2012-01-13 7,786,205,463 36,118,040 $80,190,770,674
2015 2015-07-16 701,458,933 11,975,125 $79,041,547,630
2013 2013-11-17 7,821,320,716 79,409,567 $46,339,931,920
2008 2008-09-20 5,021,905,592 62,765,015 $52,674,235,015
2021 2021-05-06 3,607,400,437 89,290,165 $43,875,912,862
2007 2007-08-19 4,332,535,968 76,375,810 $2,846,256,091
2006 2006-06-16 1,330,067,565 38,179,223 $29,859,549,150
2009 2009-09-22 5,435,617,545 15,993,122 $74,226,502,612
2008 2008-02-17 6,842,217,969 88,664,864 $49,897,410,155
2016 2016-06-26 2,380,906,385 41,290,318 $5,011,810,761
2016 2016-11-11 5,527,883,496 64,591,209 $6,043,218,479
2013 2013-11-23 8,060,829,789 1,923,411 $34,528,129,602
2020 2020-09-28 3,535,667,959 48,162,037 $28,139,826,642
2014 2014-12-19 802,921,437 26,004,514 $50,404,476,383
2016 2016-04-14 2,397,524,748 81,079,321 $53,643,995,028
2007 2007-12-31 8,401,418,524 18,550,213 $46,091,327,414
2022 2022-02-23 6,744,109,254 56,100,210 $30,430,425,341
2004 2004-09-02 1,805,682,750 58,025,706 $42,557,677,472
2007 2007-11-24 6,135,728,059 30,502,755 $26,293,326,093
2006 2006-05-19 6,211,034,381 79,662,159 $2,493,252,559
2018 2018-09-15 5,637,893,970 88,092,419 $69,434,020,572
2017 2017-06-13 6,408,273,948 1,488,884 $28,967,638,737
2005 2005-11-18 5,391,733,480 2,274,560 $72,659,935,255
2018 2018-12-22 6,331,314,179 56,106,068 $39,111,008,523
2019 2019-01-24 7,094,970,987 59,792,707 $64,433,883,409
2019 2019-01-30 4,597,471,743 56,685,748 $72,684,725,690
2004 2004-05-07 2,316,432,747 58,192,890 $19,179,629,092
2022 2022-02-20 4,084,020,679 33,808,447 $29,975,199,208
2002 2002-03-04 6,049,594,939 17,768,112 $8,528,077,344
2009 2009-03-02 9,609,035,355 7,471,510 $29,961,197,226
2020 2020-10-10 8,082,477,373 78,841,744 $38,298,062,479
2015 2015-09-28 2,679,170,933 9,358,329 $67,464,057,836
2003 2003-12-05 2,440,671,728 47,564,766 $49,545,941,225
2003 2003-02-25 6,929,066,365 28,485,490 $71,215,891,113
2009 2009-09-18 5,723,850,473 68,168,456 $28,547,176,328
2011 2011-05-24 3,466,142,738 74,572,595 $31,791,238,933
2022 2022-10-10 2,931,015,546 39,191,173 $4,048,962,923
2010 2010-02-18 1,414,454,202 20,688,037 $6,014,487,153
2015 2015-11-18 9,796,989,145 4,515,245 $37,980,582,072
2001 2001-10-23 4,670,583,378 86,222,095 $70,463,839,058
2004 2004-01-14 6,153,590,433 48,510,931 $86,033,755,220
2001 2001-01-26 6,465,004,642 10,739,635 $20,126,880,304
2016 2016-11-20 3,641,400,232 22,003,166 $7,118,451,807
2002 2002-05-19 3,599,236,083 60,521,285 $61,737,296,524
2010 2010-04-22 5,107,683,355 12,763,880 $9,069,682,134
2012 2012-08-20 8,733,998,500 3,766,722 $968,811,858
2017 2017-04-17 6,889,010,513 41,439,098 $63,262,647,217
2022 2022-05-29 9,492,316,120 96,433,124 $33,641,134,776
2013 2013-03-20 1,212,842,642 75,344,415 $20,184,269,012
2007 2007-11-10 987,492,519 78,790,571 $87,596,731,906
2023 2023-03-04 828,769,483 29,259,795 $2,074,188,688
2005 2005-08-12 4,457,780,545 58,929,337 $55,503,277,768
2014 2014-06-02 2,389,442,412 82,046,434 $41,608,480,965
2012 2012-04-02 791,741,068 75,039,644 $78,563,327,955
2017 2017-12-01 357,146,818 88,455,207 $32,439,779,409
2009 2009-06-07 6,358,586,795 76,328,367 $15,006,615,115
2017 2017-06-22 1,979,692,491 7,275,303 $29,721,147,488
2010 2010-04-14 4,444,280,741 58,044,164 $17,231,202,980
2007 2007-09-07 4,409,735,983 36,601,921 $26,784,585,886
2009 2009-12-06 916,005,695 95,571,940 $76,207,286,411
2015 2015-04-22 1,470,042,730 68,538,272 $993,759,785
2014 2014-01-28 5,265,716,156 80,791,881 $9,956,675,730
2019 2019-04-30 1,778,521,215 83,545,977 $18,570,505,657
2017 2017-09-26 342,353,341 78,900,881 $40,596,161,146
2017 2017-09-24 3,551,302,899 86,399,183 $19,250,545,611
2021 2021-01-23 5,652,880,800 15,144,421 $62,322,743,486
2006 2006-02-19 4,764,941,320 50,634,982 $3,718,229,974
2017 2017-10-02 1,996,594,108 15,242,181 $77,862,059,878
2011 2011-04-23 3,304,103,101 65,652,270 $57,177,869,254
2007 2007-01-07 5,076,992,492 32,778,815 $92,393,622,343
2005 2005-06-22 6,615,874,434 77,479,937 $1,208,042,982
2004 2004-12-12 2,179,505,240 92,400,819 $9,563,289,134
2021 2021-04-03 6,779,360,151 66,318,833 $63,253,843,888
2013 2013-12-06 4,537,502,397 7,330,420 $8,660,894,222
2013 2013-01-09 2,392,286,928 76,314,111 $29,399,223,675
2009 2009-06-01 6,429,815,628 31,332,985 $11,935,194,271
2012 2012-08-22 6,475,195,069 77,784,732 $27,158,452,417
2020 2020-01-02 513,801,670 50,304,221 $40,379,827,018
2020 2020-04-12 922,413,753 82,970,297 $39,929,362,600
2011 2011-07-16 6,862,296,535 24,951,875 $86,486,061,743
2010 2010-05-25 5,965,651,092 94,332,382 $54,333,811,168
2011 2011-01-27 3,933,643,993 33,051,045 $16,572,839,441
2017 2017-12-30 4,085,775,185 11,226,685 $22,053,589,141
2005 2005-08-15 7,766,442,344 80,308,875 $38,054,279,867
2021 2021-06-17 6,704,262,624 38,675,999 $53,137,354,531
2016 2016-05-18 5,414,194,422 76,881,641 $53,122,101,827
2019 2019-09-10 6,365,107,522 58,385,532 $27,160,539,004
2008 2008-09-04 6,049,168,522 51,923,680 $47,670,799,019
2015 2015-04-25 1,036,148,842 82,611,736 $57,434,821,484
2021 2021-09-28 543,933,998 58,225,615 $9,418,338,848
2003 2003-12-23 8,506,052,860 4,544,966 $97,206,613,335
2018 2018-12-12 4,409,914,562 91,778,967 $52,706,156,733
2002 2002-12-09 9,804,576,279 93,353,412 $70,663,955,082
2021 2021-03-16 4,363,252,980 98,469,018 $21,222,590,760
2020 2020-01-21 4,248,785,297 2,186,224 $64,231,864,050
2015 2015-09-18 7,699,978,641 96,490,814 $81,376,775,983
2002 2002-03-07 5,181,216,331 47,233,773 $94,120,777,874
2014 2014-12-11 912,888,873 11,013,598 $28,270,686,580
2013 2013-11-20 4,749,066,391 87,867,220 $61,670,374,851
2023 2023-04-04 4,888,390,926 97,689,558 $72,807,412,804
2005 2005-08-21 3,655,324,283 61,996,666 $71,393,406,929
2013 2013-10-31 6,223,005,189 82,071,440 $20,714,639,159
2007 2007-11-20 1,491,477,916 64,898,253 $81,331,787,680
2010 2010-01-31 7,410,484,492 71,037,930 $18,010,175,590
2011 2011-09-16 1,587,738,781 88,300,202 $70,753,969,332
